id,id_customer,method,card_number
880,49,china-unionpay,56104444785460657
881,827,jcb,3537730368239362
882,500,jcb,3543780790088756
883,565,jcb,3567079181421309
884,288,bankcard,5610873100173021
885,413,maestro,676206297657349347
886,157,jcb,3559152465626917
887,955,americanexpress,372301826419683
888,445,americanexpress,376144146445814
889,592,jcb,3546853561879823
890,284,mastercard,5010121237581781
891,340,jcb,3588001327954766
892,340,bankcard,5610847351422436
893,433,jcb,3563862768738920
894,919,jcb,3580120770031738
895,43,laser,67719606292014789
896,592,mastercard,5108750038706859
897,550,jcb,3552355395245511
898,471,americanexpress,374288524005146
899,725,jcb,3571336196332564
900,193,switch,493673989309978754
901,850,maestro,676338267794604210
902,639,laser,67095596125843476
903,979,jcb,3585325831486822
904,211,jcb,3546601912360013
905,923,jcb,3571411207066335
906,301,mastercard,5002356471530520
907,289,jcb,3547663680102828
908,778,mastercard,5108756824001298
909,673,diners-club-carte-blanche,30026067360569
910,895,diners-club-us-ca,5493551958070448
911,522,americanexpress,370455424524138
912,5,americanexpress,374283107778227
913,273,mastercard,5488493949866583
914,62,maestro,67597826592139105
915,131,jcb,3567486745772095
916,641,jcb,3543009081396359
917,833,visa-electron,4913781643333944
918,810,jcb,3547002463552133
919,232,mastercard,5108750421510272
920,646,jcb,3564444561356637
921,535,maestro,5020153639086568998
922,315,mastercard,5007661155384820
923,401,mastercard,5553089641370690
924,872,china-unionpay,5602212830230099352
925,907,maestro,060431397057071576
926,831,maestro,6759593137471714
927,408,switch,490368791600378932
928,444,jcb,3552994336438254
929,472,jcb,3541677147153212
930,805,diners-club-enroute,201892371163905
931,181,diners-club-enroute,201599338598004
932,285,diners-club-enroute,201701089922496
933,835,jcb,3548780129951323
934,945,jcb,3572080048541126
935,837,jcb,3534280200386313
936,252,jcb,3545472633961716
937,575,jcb,3544214103734954
938,352,maestro,6763175983580519
939,509,switch,490599543925353913
940,25,jcb,3562007027207181
941,868,jcb,3569395125347311
942,670,jcb,3532506229415762
943,292,diners-club-carte-blanche,30106566990775
944,994,jcb,3557968968521772
945,671,bankcard,5610413202579898
946,703,maestro,5038362450568885
947,294,maestro,6304609046931030785
948,869,maestro,5018243517177938468
949,439,switch,4936751979447361434
950,132,switch,675916679940462537
951,407,bankcard,5602217172118581
952,167,jcb,3531892480582552
953,192,americanexpress,372301001800640
954,227,jcb,3565475305589207
955,953,americanexpress,346041463885993
956,364,visa-electron,4175003909677135
957,433,maestro,50385204210269740
958,792,mastercard,5470318512522794
959,271,bankcard,5602240952691759
960,233,visa-electron,4175007928620786
961,342,maestro,5018002542938672157
962,909,mastercard,5314744663606187
963,210,china-unionpay,561078572577678861
964,54,switch,675900558135115902
965,13,mastercard,5007663991153526
966,668,mastercard,5002359531038187
967,340,jcb,3534547461981390
968,95,diners-club-enroute,201724851737017
969,11,jcb,3573846825212779
970,76,jcb,3541656992053099
971,685,diners-club-carte-blanche,30124630176768
972,797,mastercard,5100173943408354
973,240,jcb,3560730828174050
974,960,jcb,3589194035552938
975,482,visa-electron,4508932498021438
976,544,jcb,3534692354664172
977,706,jcb,3579899301080248
978,245,maestro,50200937881078360
979,164,mastercard,5155907757731979
980,900,maestro,6759641662561861631
981,280,jcb,3560290887284738
982,128,instapayment,6376086999682836
983,535,jcb,3540842697722961
984,714,jcb,3537316262598879
985,836,jcb,3536437325418037
986,482,mastercard,5222965873656511
987,772,visa-electron,4917717529517875
988,60,jcb,3556747312298274
989,780,mastercard,5100142434025399
990,522,jcb,3540889057943992
991,400,jcb,3565116888130866
992,893,instapayment,6389319478002977
993,509,jcb,3549006997271522
994,650,switch,633381205064470802
995,798,americanexpress,341148764007576
996,623,visa-electron,4175003756456633
997,801,visa-electron,4913004984016188
998,811,bankcard,5602249818122842
999,218,jcb,3529945920393016
1000,444,visa,4017955981518523
